user,event_id,event_type,repo,event_url,event_watchs,event_stars,event_forks,event_issues,event_isfork,event_projects,event_downloads,event_wiki,event_pages,event_discussions,date_,time,language_1,lang_count_1,language_2,lang_count_2,language_3,lang_count_3
github-actions[bot],42278040174,PushEvent,Lava1,https://github.com/nguyendaithanhdanh/Lava1,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:04:43,Shell,2165.0,,,,
github-actions[bot],42278040169,PushEvent,weread2notion-pro,https://github.com/Luna0815/weread2notion-pro,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:04:43,Python,60168.0,,,,
thachdeptrai,42278040165,PushEvent,Addroid-1-PH50584-fpl-H-N-i-,https://github.com/thachdeptrai/Android-1-PH50584-fpl-HN,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:04:43,,,,,,
noahz123,42278040166,CreateEvent,vlckit-spm,https://github.com/noahz123/vlckit-spm,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:04:43,Shell,2524.0,Swift,2200.0,,
noahz123,42278040158,ReleaseEvent,vlckit-spm,https://github.com/noahz123/vlckit-spm,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:04:43,Shell,2524.0,Swift,2200.0,,
github-actions[bot],42278040149,PushEvent,special-octo-robot,https://github.com/GrapeexpestpK/special-octo-robot,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:04:43,Shell,2165.0,,,,
renovate[bot],42278040148,PushEvent,koken-ldap-manager,https://github.com/ueckoken/koken-ldap-manager,2.0,0.0,0.0,15.0,False,True,True,True,False,False,2024-09-26,01:04:43,TypeScript,87047.0,CSS,2036.0,Dockerfile,1246.0
Alexey-Gorulev-kernelics,42278040134,PushEvent,go-libp2p-kad-dht,https://github.com/magicwave-io/go-libp2p-kad-dht,1.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:04:43,Go,121299.0,Makefile,381.0,,
veloceapps,42278040131,PushEvent,veloce-releases,https://github.com/veloceapps/veloce-releases,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:04:43,Shell,524240.0,,,,
github-actions[bot],42278040124,PushEvent,auto-green,https://github.com/dragonxash/auto-green,2.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:04:43,,,,,,
github-actions[bot],42278040128,PushEvent,catiuu,https://github.com/catiuu/catiuu,1.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:04:43,,,,,,
onlydustapp[bot],42278040127,IssueCommentEvent,derisk-research,https://github.com/CarmineOptions/derisk-research,10.0,4.0,14.0,13.0,False,True,True,True,False,False,2024-09-26,01:04:43,Jupyter Notebook,1218436.0,Python,914171.0,HTML,3498.0
github-actions[bot],42278040120,PushEvent,surrealdb-overlay,https://github.com/haruki7049/surrealdb-overlay,1.0,0.0,0.0,2.0,False,True,True,True,False,False,2024-09-26,01:04:43,Nix,2244.0,Python,1209.0,,
github-actions[bot],42278040121,PushEvent,MatheusGomes00,https://github.com/MatheusGomes00/MatheusGomes00,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:04:43,,,,,,
andry81,42278040108,PushEvent,andry81-devops--gh-content-cache,https://github.com/andry81-cache/andry81-devops--gh-content-cache,2.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:04:43,,,,,,
swa-runner-app[bot],42278040105,PushEvent,swaf6b2fd4d471541ef956fc894653a9098,https://github.com/static-web-apps-testing-org/swaf6b2fd4d471541ef956fc894653a9098,1.0,0.0,0.0,0.0,False,False,True,False,False,False,2024-09-26,01:04:43,C#,976.0,HTML,647.0,CSS,275.0
gophper,42278197005,WatchEvent,ebpf,https://github.com/cilium/ebpf,104.0,6209.0,680.0,39.0,False,False,True,False,False,True,2024-09-26,01:14:35,Go,1228841.0,Makefile,3456.0,Smarty,3379.0
ghostWindows-files,42278197015,PushEvent,Uptime,https://github.com/ghostWindows-files/Uptime,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-26,01:14:35,Markdown,5814.0,YAML,5162.0,JSON,1558.0
serenadematei,42278197025,CreateEvent,revVisual,https://github.com/serenadematei/revVisual,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:14:35,,,,,,
cu-tn,42278197016,PushEvent,status,https://github.com/cu-tn/status,1.0,0.0,0.0,2.0,False,True,True,True,True,False,2024-09-26,01:14:35,JSON,21307.0,Markdown,7590.0,YAML,1273.0
heeirthan01,42278197019,PushEvent,ML-Projects,https://github.com/heeirthan01/ML-Projects,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:14:35,Jupyter Notebook,2014712.0,,,,
github-actions[bot],42278197004,CreateEvent,geoip,https://github.com/Tiiwoo/geoip,1.0,0.0,0.0,5.0,False,True,True,True,False,False,2024-09-26,01:14:35,Go,41354.0,,,,
edyoshikun,42278197006,CreateEvent,VisCy,https://github.com/mehta-lab/VisCy,6.0,26.0,3.0,34.0,False,True,True,True,False,False,2024-09-26,01:14:35,Python,469211.0,Shell,2240.0,,
dfatlund,42278196990,ForkEvent,Stanford-XCS-229-I,https://github.com/bearbearyu1223/Stanford-XCS-229-I,3.0,5.0,4.0,0.0,False,True,True,True,False,False,2024-09-26,01:14:35,Python,247932.0,TeX,109042.0,Makefile,12285.0
Xihaier,42278196987,WatchEvent,PhysAvatar,https://github.com/y-zheng18/PhysAvatar,3.0,23.0,4.0,0.0,False,True,True,True,False,False,2024-09-26,01:14:35,Jupyter Notebook,3807684.0,C++,1490820.0,Python,160232.0
github-actions[bot],42278196982,ReleaseEvent,geoip,https://github.com/Tiiwoo/geoip,1.0,0.0,0.0,5.0,False,True,True,True,False,False,2024-09-26,01:14:35,Go,41354.0,,,,
gahyeon-yang,42278196969,PullRequestEvent,2-view-my-startup-5-FE,https://github.com/team5-ViewMyStartup/2-view-my-startup-5-FE,0.0,0.0,0.0,4.0,False,True,True,True,False,False,2024-09-26,01:14:35,,,,,,
RussTreadon-NOAA,42278196973,IssueCommentEvent,global-workflow,https://github.com/NOAA-EMC/global-workflow,30.0,74.0,167.0,157.0,False,True,True,True,False,True,2024-09-26,01:14:35,Shell,1505411.0,Python,739867.0,Jinja,121802.0
mergify[bot],42278196951,PullRequestEvent,starrocks,https://github.com/StarRocks/starrocks,212.0,8706.0,1754.0,1147.0,False,True,True,False,False,True,2024-09-26,01:14:35,Java,42288889.0,C++,34350792.0,Python,427351.0
frdpzk2,42278196956,PushEvent,ppub,https://github.com/frdpzk2/ppub,1.0,1.0,0.0,0.0,False,True,True,False,False,False,2024-09-26,01:14:35,,,,,,
frdpzk4,42278196950,PushEvent,ppub,https://github.com/frdpzk4/ppub,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:14:35,,,,,,
swa-runner-app[bot],42278196925,PushEvent,swad19137b0c87a4bd095a4041626bd59c8,https://github.com/static-web-apps-testing-org/swad19137b0c87a4bd095a4041626bd59c8,1.0,0.0,0.0,0.0,False,False,True,False,False,False,2024-09-26,01:14:35,CSS,7942.0,HTML,5325.0,C#,431.0
sathishvjd,42278196953,PullRequestEvent,skf-labs,https://github.com/sathishvjd/skf-labs,1.0,0.0,0.0,2905.0,True,True,True,True,False,False,2024-09-26,01:14:35,Python,187875.0,,,,
JinxCappa,42278196932,PushEvent,dear-gitlab-webservice-ee,https://github.com/JinxCappa/dear-gitlab-webservice-ee,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:14:35,Python,8041.0,Dockerfile,437.0,,
github-actions[bot],42278196945,PushEvent,NotionNext,https://github.com/aoikaze-moe/NotionNext,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:14:35,JavaScript,2136755.0,CSS,77118.0,TypeScript,8178.0
github-actions[bot],42278196940,PushEvent,geoip,https://github.com/Tiiwoo/geoip,1.0,0.0,0.0,5.0,False,True,True,True,False,False,2024-09-26,01:14:35,Go,41354.0,,,,
github-actions[bot],42278196942,PushEvent,geoip,https://github.com/qaz617/geoip,0.0,1.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:14:35,Go,62606.0,Shell,988.0,,
github-actions[bot],42278196930,PushEvent,felipefeehr,https://github.com/felipefeehr/felipefeehr,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:14:35,,,,,,
michirakara,42278196919,PushEvent,rust,https://github.com/michirakara/rust,0.0,0.0,0.0,0.0,True,True,True,False,False,False,2024-09-26,01:14:35,Rust,97670068.0,JavaScript,537736.0,Shell,530945.0
soenneker,42278196937,CreateEvent,soenneker.utils.autobogus.nsubstitute,https://github.com/soenneker/soenneker.utils.autobogus.nsubstitute,1.0,0.0,0.0,0.0,False,False,False,False,False,False,2024-09-26,01:14:35,,,,,,
mtsfer,42278196901,PushEvent,countries-states-cities-database,https://github.com/mtsfer/countries-states-cities-database,0.0,0.0,0.0,0.0,True,True,True,False,False,False,2024-09-26,01:14:35,PHP,102063.0,Python,1182.0,,
renovate[bot],42278196911,PushEvent,ncuplus,https://github.com/NCU-Plus/ncuplus,1.0,8.0,4.0,76.0,False,True,True,True,False,False,2024-09-26,01:14:35,TypeScript,192021.0,Vue,70940.0,JavaScript,3353.0
DevilsCSTM,42278196908,PushEvent,whitelisted,https://github.com/DevilsCSTM/whitelisted,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:14:35,,,,,,
BlaaSwe,42278196902,PushEvent,The-Beast-Signalytic,https://github.com/BlaaSwe/The-Beast-Signalytic,1.0,1.0,1.0,0.0,False,True,True,True,False,False,2024-09-26,01:14:35,,,,,,
Bak3y,42278196913,PushEvent,bakey.us,https://github.com/Bak3y/bakey.us,1.0,0.0,0.0,0.0,False,False,True,False,False,False,2024-09-26,01:14:35,HTML,21600.0,CSS,529.0,Dockerfile,89.0
loveliveall,42278196903,PushEvent,tools,https://github.com/loveliveall/tools,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-26,01:14:35,TypeScript,43844.0,HTML,3103.0,JavaScript,2723.0
NueloSE,42278248920,IssueCommentEvent,ark-project,https://github.com/ArkProjectNFTs/ark-project,13.0,26.0,13.0,30.0,False,True,True,True,False,True,2024-09-26,01:17:54,Rust,404405.0,TypeScript,272389.0,Cairo,245347.0
DealoArroyo,42278248922,CreateEvent,s191pw2,https://github.com/DealoArroyo/s191pw2,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,,,,,,
github-actions[bot],42278248894,PushEvent,docker-mirror-speedtest,https://github.com/Loongphy/docker-mirror-speedtest,1.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-26,01:17:54,,,,,,
frame3086,42278248892,PushEvent,saleReportDemo,https://github.com/Tongmean/saleReportDemo,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,JavaScript,71347.0,CSS,4735.0,HTML,1721.0
github-actions[bot],42278248885,PushEvent,extremely-dangerous-public-oidc-beacon,https://github.com/jku/extremely-dangerous-public-oidc-beacon,1.0,0.0,0.0,0.0,True,True,True,True,True,False,2024-09-26,01:17:54,,,,,,
wamybamcam,42278248899,CreateEvent,github-fundamentals-wamybamcam,https://github.com/Team973-Training/github-fundamentals-wamybamcam,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:17:54,,,,,,
github-actions[bot],42278248882,PushEvent,ovack,https://github.com/ovack/ovack,2.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-26,01:17:54,,,,,,
github-actions[bot],42278248881,PushEvent,olivsu,https://github.com/olivsu/olivsu,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,,,,,,
github-actions[bot],42278248876,PushEvent,caionzxt,https://github.com/caionzxt/caionzxt,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,,,,,,
github-actions[bot],42278248878,PushEvent,flowerfalling,https://github.com/flowerfalling/flowerfalling,0.0,3.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,,,,,,
github-actions[bot],42278248860,PushEvent,TodoSync,https://github.com/crushw/TodoSync,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:17:54,C#,367611.0,,,,
renovate[bot],42278248864,PushEvent,xat,https://github.com/sunb26/xat,1.0,0.0,0.0,17.0,False,True,True,True,False,False,2024-09-26,01:17:54,Starlark,32552.0,TypeScript,28725.0,Go,17237.0
github-actions[bot],42278248856,PushEvent,ChatGPT-Next-Web,https://github.com/LandonLi/ChatGPT-Next-Web,0.0,0.0,0.0,0.0,True,True,True,False,False,False,2024-09-26,01:17:54,TypeScript,1054815.0,SCSS,81028.0,JavaScript,8671.0
BuddyGlas,42278248865,PushEvent,redefi-relay-node,https://github.com/ReDeFi-Blockchain/redefi-relay-node,3.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,Rust,32645779.0,WebAssembly,235620.0,Shell,109864.0
Programmer-Raunak,42278248866,PushEvent,Education,https://github.com/Programmer-Raunak/Education,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-26,01:17:54,HTML,62482.0,CSS,26027.0,JavaScript,1702.0
victorcappa,42278248868,DeleteEvent,imaginAR,https://github.com/victorcappa/imaginAR,2.0,3.0,0.0,0.0,False,True,True,True,True,False,2024-09-26,01:17:54,C#,3070619.0,HTML,514140.0,ShaderLab,127081.0
github-actions[bot],42278248853,PushEvent,NotionNext,https://github.com/vSh4d0w/NotionNext,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:17:54,JavaScript,2134711.0,CSS,77118.0,TypeScript,8178.0
vinicius-souzaa,42278248851,PushEvent,DATATHON-ONG-PASSOS-MAGICOS,https://github.com/vinicius-souzaa/DATATHON-ONG-PASSOS-MAGICOS,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,Jupyter Notebook,7594760.0,Python,228780.0,,
laoyuyi,42278248857,PushEvent,laoyuyi.github.io,https://github.com/laoyuyi/laoyuyi.github.io,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-26,01:17:54,HTML,19208339.0,CSS,1262.0,,
github-actions[bot],42278248837,PushEvent,NotionNext,https://github.com/1041006580/NotionNext,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:17:54,JavaScript,2136428.0,CSS,77118.0,TypeScript,8178.0
github-actions[bot],42278248821,PushEvent,suscipit-sit-culpa,https://github.com/patrtorg/suscipit-sit-culpa,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,JavaScript,48409.0,,,,
github-actions[bot],42278248838,PushEvent,Artoda,https://github.com/Artoda/Artoda,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,,,,,,
lhzyuxiang,42278248841,WatchEvent,yt-dlp,https://github.com/yt-dlp/yt-dlp,503.0,83281.0,6496.0,1714.0,False,True,True,True,True,True,2024-09-26,01:17:54,Python,9661061.0,Makefile,7825.0,Shell,551.0
TheSiahxyz,42278248812,PushEvent,suckless,https://github.com/TheSiahxyz/suckless,2.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,C,441996.0,Roff,16094.0,Makefile,10339.0
Kms3506,42278248811,PushEvent,flutter_study,https://github.com/Kms3506/flutter_study,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,C++,95141.0,CMake,77820.0,Dart,58754.0
github-actions[bot],42278248828,PushEvent,Luciana-Maria,https://github.com/Luciana-Maria/Luciana-Maria,1.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,,,,,,
KaelLim,42278248807,PushEvent,JSONFile,https://github.com/KaelLim/JSONFile,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,,,,,,
BaekSeongHyeon,42278248814,PushEvent,hello-world,https://github.com/BaekSeongHyeon/hello-world,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:17:54,Java,2240.0,Dockerfile,130.0,,
github-actions[bot],42278248796,PushEvent,Aquinooo,https://github.com/Aquinooo/Aquinooo,1.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:17:54,,,,,,
renovate[bot],42278248797,PushEvent,ngrx-entity-relationship-react,https://github.com/satanTime/ngrx-entity-relationship-react,1.0,0.0,0.0,48.0,False,True,True,True,False,False,2024-09-26,01:17:54,TypeScript,13130.0,HTML,442.0,Shell,26.0
BadaHertz52,42278336471,PullRequestReviewCommentEvent,2024-review-me,https://github.com/woowacourse-teams/2024-review-me,0.0,23.0,2.0,40.0,False,True,True,True,False,True,2024-09-26,01:23:24,TypeScript,284274.0,Java,244409.0,JavaScript,13863.0
github-actions[bot],42278336465,PushEvent,HarshMakadiya,https://github.com/HarshMakadiya/HarshMakadiya,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,,,,,,
github-actions[bot],42278336456,PushEvent,AdRules,https://github.com/greatcoolge/AdRules,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:23:25,Shell,13178.0,Python,1259.0,,
dependabot[bot],42278336453,IssueCommentEvent,SEDA-Blockchain-Cosmos-SDK,https://github.com/coderasha/SEDA-Blockchain-Cosmos-SDK,1.0,0.0,0.0,50.0,False,True,True,True,False,False,2024-09-26,01:23:25,Go,9019157.0,C,666194.0,Makefile,30609.0
github-actions[bot],42278336451,PushEvent,rerum-expedita-voluptates-quasi,https://github.com/libtommy2024/rerum-expedita-voluptates-quasi,0.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,JavaScript,43263.0,,,,
ElTonas06,42278336452,PushEvent,SeaLive2,https://github.com/ElTonas06/SeaLive2,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,,,,,,
github-actions[bot],42278336447,ReleaseEvent,demolinux,https://github.com/demostanis/demolinux,2.0,6.0,1.0,2.0,False,True,True,False,False,False,2024-09-26,01:23:25,Shell,226897.0,Lua,147800.0,JavaScript,16781.0
github-actions[bot],42278336449,PullRequestEvent,spotify-qols,https://github.com/Qwerty-133/spotify-qols,2.0,0.0,1.0,396.0,False,True,True,True,False,False,2024-09-26,01:23:25,JavaScript,28726.0,Shell,69.0,,
github-actions[bot],42278336436,PushEvent,binge-coder,https://github.com/binge-coder/binge-coder,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,01:23:25,,,,,,
github-actions[bot],42278336433,PushEvent,veniam-illo-nostrum,https://github.com/swenkerorg/veniam-illo-nostrum,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,JavaScript,40271.0,,,,
github-actions[bot],42278336412,PushEvent,jose15000,https://github.com/jose15000/jose15000,1.0,0.0,0.0,0.0,False,True,True,True,False,True,2024-09-26,01:23:25,,,,,,
rol3x1337,42278336414,PushEvent,rol3x1337,https://github.com/rol3x1337/rol3x1337,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,,,,,,
guru-dev-cicd-canary-beta,42278336415,PullRequestEvent,CICDCanary,https://github.com/GuruCICDCanary-Prod-Release/CICDCanary,0.0,0.0,0.0,34.0,False,True,True,True,False,False,2024-09-26,01:23:25,Java,4402.0,,,,
Alexey-Gorulev-kernelics,42278336426,PushEvent,go-ipfs,https://github.com/magicwave-io/go-ipfs,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,Go,1213118.0,Shell,427043.0,Makefile,19021.0
andyjjrt,42278336406,PushEvent,status,https://github.com/andyjjrt/status,1.0,0.0,0.0,1.0,False,True,True,True,True,False,2024-09-26,01:23:25,Markdown,14261.0,JSON,8825.0,YAML,1869.0
github-actions[bot],42278336407,PushEvent,Julius-Ulee,https://github.com/Julius-Ulee/Julius-Ulee,2.0,11.0,1.0,0.0,False,False,True,False,False,True,2024-09-26,01:23:25,,,,,,
Jiaxin-Yang1,42278336420,PushEvent,test,https://github.com/Jiaxin-Yang1/test,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,CSS,20294.0,HTML,17767.0,,
github-actions[bot],42278336416,CreateEvent,demolinux,https://github.com/demostanis/demolinux,2.0,6.0,1.0,2.0,False,True,True,False,False,False,2024-09-26,01:23:25,Shell,226897.0,Lua,147800.0,JavaScript,16781.0
BadaHertz52,42278336429,PullRequestReviewEvent,2024-review-me,https://github.com/woowacourse-teams/2024-review-me,0.0,23.0,2.0,40.0,False,True,True,True,False,True,2024-09-26,01:23:25,TypeScript,284274.0,Java,244409.0,JavaScript,13863.0
saqfromchurchvillage,42278336391,PushEvent,kasvihuone,https://github.com/saqfromchurchvillage/kasvihuone,1.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-26,01:23:25,Python,3744.0,,,,
dependabot[bot],42278336421,CreateEvent,life,https://github.com/thienng23-site/life,1.0,0.0,0.0,3.0,False,True,True,True,True,False,2024-09-26,01:23:25,,,,,,
plutointegtestuser,42278336376,IssueCommentEvent,jsNPMPackage,https://github.com/plutointegtestuser/jsNPMPackage,1.0,0.0,0.0,20.0,False,True,True,True,False,False,2024-09-26,01:23:25,,,,,,
github-actions[bot],42278336363,PushEvent,JackyXu866,https://github.com/JackyXu866/JackyXu866,0.0,0.0,0.0,0.0,False,False,True,False,False,False,2024-09-26,01:23:25,,,,,,
github-actions[bot],42278336359,PushEvent,Maria-cb-alt,https://github.com/Maria-cb-alt/Maria-cb-alt,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,,,,,,
Offren,42278336356,PushEvent,cheatlayer-Make-a-landing-page--copying-this-websites-format-137211,https://github.com/Offren/cheatlayer-Make-a-landing-page--copying-this-websites-format-137211,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,TypeScript,104550.0,PLpgSQL,14690.0,CSS,2914.0
sam-s-maher,42278336364,PullRequestEvent,SSW.People.Profiles,https://github.com/SSWConsulting/SSW.People.Profiles,20.0,12.0,136.0,10.0,False,True,True,True,False,False,2024-09-26,01:23:25,Shell,2076.0,,,,
heejjinkim,42278336346,PushEvent,dnd-11th-9-backend,https://github.com/dnd-side-project/dnd-11th-9-backend,3.0,0.0,0.0,4.0,False,True,True,True,False,False,2024-09-26,01:23:25,Java,68203.0,Shell,1337.0,HTML,1194.0
raymondjacobson,42278336353,IssueCommentEvent,audius-protocol,https://github.com/AudiusProject/audius-protocol,27.0,552.0,106.0,44.0,False,True,True,True,False,False,2024-09-26,01:23:25,TypeScript,14252755.0,Python,3920717.0,PLpgSQL,2686056.0
jhk0701,42278336352,PullRequestEvent,boot-camp-team-2,https://github.com/jhk0701/boot-camp-team-2,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,01:23:25,C#,180.0,,,,
cj0x39e,42278336343,IssueCommentEvent,flutter_confetti,https://github.com/cj0x39e/flutter_confetti,1.0,95.0,6.0,1.0,False,False,True,False,True,False,2024-09-26,01:23:25,Dart,36032.0,C++,23043.0,CMake,19412.0
a3446ic,42301830273,PullRequestEvent,tareas,https://github.com/a3446ic/tareas,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,Groovy,24658.0,,,,
ivanmunozm,42301830250,PushEvent,actions-test,https://github.com/ivanmunozm/actions-test,1.0,0.0,0.0,1.0,False,True,True,True,False,False,2024-09-26,14:52:13,,,,,,
shadowqcom,42301830246,PushEvent,knloop-service-status,https://github.com/shadowqcom/knloop-service-status,2.0,60.0,8.0,1.0,False,False,True,False,True,False,2024-09-26,14:52:13,JavaScript,34371.0,CSS,9063.0,Shell,7735.0
SyncfusionBuild,42301830223,PushEvent,maui-docs,https://github.com/syncfusion-content/maui-docs,5.0,13.0,23.0,123.0,False,True,True,True,False,False,2024-09-26,14:52:13,HTML,86286.0,,,,
lingerbhw,42301830232,PushEvent,hexo,https://github.com/lingerbhw/hexo,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,,,,,,
evanstcom,42301830226,PushEvent,sneakers,https://github.com/evanstcom/sneakers,1.0,0.0,0.0,1.0,False,True,True,True,True,False,2024-09-26,14:52:13,Vue,20469.0,JavaScript,2289.0,HTML,340.0
scala-steward,42301830231,PushEvent,morphir-scala,https://github.com/scala-steward/morphir-scala,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,14:52:13,Scala,2467582.0,Shell,32602.0,Elm,10805.0
github-actions[bot],42301830214,PushEvent,green,https://github.com/ZC-TigerRoot/green,2.0,4.0,5.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,,,,,,
hseo1,42301830201,PushEvent,Mokokong_Sunbaldae,https://github.com/hseo1/Mokokong_Sunbaldae,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,,,,,,
lknsintim,42301830210,CreateEvent,lknsintim,https://github.com/lknsintim/lknsintim,1.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-26,14:52:13,,,,,,
raphodn,42301830194,GollumEvent,open-prices,https://github.com/openfoodfacts/open-prices,7.0,35.0,11.0,60.0,False,True,True,True,True,True,2024-09-26,14:52:13,Python,264029.0,HTML,56738.0,Makefile,4160.0
openshift-ci[bot],42301830187,IssueCommentEvent,openshift-docs,https://github.com/openshift/openshift-docs,84.0,748.0,1741.0,465.0,False,True,True,False,False,False,2024-09-26,14:52:13,HTML,409104.0,CSS,103978.0,Python,94451.0
Maxime-L-G,42301830190,PullRequestEvent,mud-mgmk,https://github.com/mateogrange/mud-mgmk,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,PHP,3710.0,,,,
github-actions[bot],42301830157,PushEvent,okegas,https://github.com/ENMDproject/okegas,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,TypeScript,65251561.0,Shell,310.0,,
darkdohot,42301830100,PushEvent,medias,https://github.com/darkdohot/medias,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,,,,,,
rubenfiszel,42301830107,PushEvent,windmill,https://github.com/windmill-labs/windmill,40.0,9708.0,445.0,294.0,False,True,True,False,False,True,2024-09-26,14:52:13,HTML,9298871.0,Svelte,3798663.0,Rust,2297154.0
awildturtok,42301830116,PullRequestEvent,conquery,https://github.com/ingef/conquery,7.0,36.0,12.0,54.0,False,True,True,True,False,False,2024-09-26,14:52:13,Java,3272594.0,TypeScript,1116269.0,FreeMarker,76152.0
itayYaakov,42301830119,IssuesEvent,leshan,https://github.com/eclipse-leshan/leshan,70.0,647.0,406.0,86.0,False,True,True,True,False,False,2024-09-26,14:52:13,Java,4990138.0,Vue,233819.0,JavaScript,51278.0
ElMelo9,42301830086,PushEvent,InBarbers,https://github.com/ElMelo9/InBarbers,1.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-26,14:52:13,Python,64435.0,,,,
ThomasKLA10,42301830092,PullRequestEvent,book-management-system,https://github.com/ThomasKLA10/book-management-system,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,Python,4419.0,HTML,3238.0,,
github-actions[bot],42301830040,PushEvent,fluffy-fishstick,https://github.com/gugutanjeFU/fluffy-fishstick,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,Shell,2165.0,,,,
zeeklop,42301830032,PushEvent,graylog2-server,https://github.com/Graylog2/graylog2-server,241.0,7338.0,1055.0,1792.0,False,True,True,False,False,False,2024-09-26,14:52:13,Java,21028593.0,TypeScript,8016159.0,JavaScript,1858694.0
github-actions[bot],42301830008,PushEvent,yl_yy,https://github.com/yli067823/yl_yy,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,,,,,,
