user,event_id,event_type,repo,event_url,event_watchs,event_stars,event_forks,event_issues,event_isfork,event_projects,event_downloads,event_wiki,event_pages,event_discussions,date_,time,language_1,lang_count_1,language_2,lang_count_2,language_3,lang_count_3
Tran16062002,42273033327,PushEvent,ttl2002,https://github.com/Tran16062002/ttl2002,1.0,0.0,0.0,1.0,False,True,True,True,False,False,2024-09-25,20:34:53,Python,2070.0,,,,
pull[bot],42273033287,PullRequestEvent,helm-charts,https://github.com/kkpan11/helm-charts,1.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-25,20:34:53,Mustache,96639.0,Smarty,54503.0,Python,42845.0
github-actions[bot],42273033275,PushEvent,bike-sharing-history,https://github.com/MaxHalford/bike-sharing-history,5.0,16.0,5.0,1.0,False,True,True,False,False,False,2024-09-25,20:34:53,Python,47861.0,,,,
frdpzk2,42273033274,PushEvent,ppub,https://github.com/frdpzk2/ppub,1.0,1.0,0.0,0.0,False,True,True,False,False,False,2024-09-25,20:34:53,,,,,,
marco-c,42273033267,CreateEvent,bugbug,https://github.com/mozilla/bugbug,26.0,494.0,309.0,339.0,False,True,True,True,False,True,2024-09-25,20:34:53,Python,1190895.0,JavaScript,94955.0,HTML,21872.0
EYH0602,42273033248,WatchEvent,incubator-resilientdb,https://github.com/apache/incubator-resilientdb,16.0,115.0,198.0,14.0,False,True,True,False,True,True,2024-09-25,20:34:53,C++,855066.0,Starlark,112087.0,Shell,33277.0
iworkist,42273806196,PushEvent,data,https://github.com/btcgpt/data,1.0,0.0,1.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,,,,,,
pratilea,42273806184,PushEvent,data,https://github.com/pratilea/data,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,,,,,,
Bum6arash,42273806193,PushEvent,ese,https://github.com/Bum6arash/ese,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,,,,,,
aka2024,42273806171,PullRequestEvent,AutoGPT,https://github.com/aka2024/AutoGPT,0.0,1.0,1.0,0.0,True,True,True,True,False,False,2024-09-25,21:05:05,Python,1347638.0,TypeScript,445574.0,Dart,203562.0
Jiteshiyu,42273806163,CreateEvent,Responsive,https://github.com/Jiteshiyu/Responsive,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,21:05:05,CSS,837.0,HTML,789.0,,
github-actions[bot],42273806155,PushEvent,KitsuneDev,https://github.com/KitsuneDev/KitsuneDev,1.0,1.0,1.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,,,,,,
himlpplm,42273806123,PushEvent,himlpplm.github.io,https://github.com/himlpplm/himlpplm.github.io,2.0,0.0,0.0,0.0,False,True,True,False,True,False,2024-09-25,21:05:05,HTML,17.0,,,,
logankimbs,42273806115,PushEvent,ideal-enigma,https://github.com/logankimbs/ideal-enigma,1.0,0.0,0.0,3.0,False,True,True,True,False,False,2024-09-25,21:05:05,TypeScript,61416.0,JavaScript,662.0,Procfile,14.0
tariz800,42273806113,PushEvent,AiInternTask,https://github.com/tariz800/AiInternTask,1.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-25,21:05:05,Python,29088.0,,,,
NonsoNnamani,42273806112,PushEvent,Terraform-Modules-Deploy-Azure-Infrastructure,https://github.com/NonsoNnamani/Terraform-Modules-Deploy-Azure-Infrastructure,2.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,HCL,8173.0,PowerShell,264.0,,
mdlpstsci,42273806106,PushEvent,drizzlepac,https://github.com/mdlpstsci/drizzlepac,0.0,0.0,0.0,1.0,True,True,True,True,False,False,2024-09-25,21:05:05,Python,3364548.0,C,190019.0,Logos,3772.0
Jiteshiyu,42273806117,CreateEvent,Responsive,https://github.com/Jiteshiyu/Responsive,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,21:05:05,CSS,837.0,HTML,789.0,,
Alexey-Gorulev-kernelics,42273806098,PushEvent,go-libp2p-kad-dht,https://github.com/magicwave-io/go-libp2p-kad-dht,1.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,Go,121299.0,Makefile,381.0,,
alberto-rj,42273806100,PushEvent,react-projects-from-johnsmilga,https://github.com/alberto-rj/react-projects-from-johnsmilga,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,JavaScript,3757.0,CSS,2530.0,HTML,421.0
BurmeseTV,42273806093,PushEvent,source,https://github.com/BurmeseTV/source,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,,,,,,
github-actions[bot],42273806084,IssueCommentEvent,echarts,https://github.com/apache/echarts,1973.0,60233.0,19607.0,2185.0,False,True,True,True,False,False,2024-09-25,21:05:05,TypeScript,4127567.0,JavaScript,554636.0,Smarty,3034.0
coseos,42273806089,PushEvent,datapoint,https://github.com/coseos/datapoint,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,,,,,,
renovate[bot],42273806075,PushEvent,promise-chunk,https://github.com/myrotvorets/promise-chunk,3.0,0.0,0.0,2.0,False,True,True,True,False,False,2024-09-25,21:05:05,TypeScript,3506.0,,,,
sportzxapk,42273806069,PushEvent,sportzx,https://github.com/sportzxapk/sportzx,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,21:05:05,,,,,,
corinagum,42273806049,DeleteEvent,teams-ai,https://github.com/microsoft/teams-ai,40.0,403.0,173.0,149.0,False,True,True,False,False,True,2024-09-25,21:05:05,C#,1590810.0,TypeScript,1433864.0,Python,914033.0
Pronunciacion,42273806015,PushEvent,ingles,https://github.com/Pronunciacion/ingles,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,21:05:05,HTML,36304.0,,,,
hotspotlab,42273806009,PushEvent,hourly,https://github.com/hotspotlab/hourly,1.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:05,,,,,,
9034725985,42273805986,PushEvent,ping5800x2023,https://github.com/kusl/ping5800x2023,3.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:04,PowerShell,994.0,,,,
frdpzk4,42273805974,PushEvent,ppub,https://github.com/frdpzk4/ppub,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:04,,,,,,
alvarowolfx,42273805968,CreateEvent,nodejs-docs-samples,https://github.com/alvarowolfx/nodejs-docs-samples,0.0,0.0,0.0,0.0,True,True,True,False,False,False,2024-09-25,21:05:04,JavaScript,5199462.0,Shell,56379.0,HTML,32658.0
TomJensWilliams,42273805969,CreateEvent,MERN-Formal-Logic,https://github.com/TomJensWilliams/MERN-Formal-Logic,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:04,,,,,,
Vidyy-d2,42273805963,CreateEvent,DM-unbl0cker,https://github.com/Vidyy-d2/DM-unbl0cker,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:04,HTML,41729990.0,JavaScript,5281639.0,C,3038935.0
fcport,42273805946,PushEvent,dnd-master-helper,https://github.com/fcport/dnd-master-helper,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,21:05:04,JavaScript,1362746.0,TypeScript,4768.0,HTML,964.0
julia-rom,42273805955,PullRequestEvent,mermaid-webapp,https://github.com/data-mermaid/mermaid-webapp,4.0,4.0,0.0,1.0,False,True,True,True,False,False,2024-09-25,21:05:04,JavaScript,4585675.0,CSS,6371.0,HTML,4288.0
cypress[bot],42273805961,IssueCommentEvent,portfolio-v2,https://github.com/mieze018/portfolio-v2,1.0,3.0,0.0,70.0,False,True,True,True,False,False,2024-09-25,21:05:04,TypeScript,61959.0,JavaScript,13377.0,MDX,2036.0
deleonenriqueta,42275129926,PushEvent,newrelic-lambda-layers,https://github.com/newrelic/newrelic-lambda-layers,29.0,34.0,42.0,17.0,False,True,True,True,False,False,2024-09-25,22:05:07,Shell,41807.0,JavaScript,34361.0,Java,15884.0
github-actions[bot],42275129929,PushEvent,appstore,https://github.com/okxlin/appstore,1.0,514.0,62.0,42.0,True,True,True,True,False,False,2024-09-25,22:05:07,Shell,110209.0,JavaScript,17155.0,Dockerfile,9854.0
zshipko,42275129894,PushEvent,python-pdk,https://github.com/extism/python-pdk,5.0,9.0,0.0,2.0,False,True,True,True,False,False,2024-09-25,22:05:07,Rust,32666.0,Python,16319.0,Makefile,807.0
renovate[bot],42275129905,PushEvent,dev-elements,https://github.com/dev-protocol/dev-elements,8.0,7.0,1.0,12.0,False,True,True,True,False,False,2024-09-25,22:05:07,TypeScript,21654.0,JavaScript,3394.0,HTML,398.0
github-actions[bot],42275129897,PushEvent,danstis,https://github.com/danstis/danstis,1.0,0.0,1.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:07,,,,,,
BurmeseTV,42275129892,PushEvent,sport,https://github.com/BurmeseTV/sport,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:07,,,,,,
pranav-super,42275129889,PushEvent,aerie,https://github.com/NASA-AMMOS/aerie,20.0,68.0,19.0,182.0,False,True,True,False,True,True,2024-09-25,22:05:07,Java,4980414.0,TypeScript,792032.0,Kotlin,253703.0
natasharg,42275129883,PushEvent,96dwp-tools,https://github.com/natasharg/96dwp-tools,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:07,,,,,,
Jazzcort,42275129882,PushEvent,Rust_RealTime_Chat,https://github.com/Jazzcort/Rust_RealTime_Chat,1.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-25,22:05:07,Rust,44169.0,,,,
kate1234567,42275129879,CreateEvent,Laboratory-1,https://github.com/kate1234567/Laboratory-1,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:07,C#,14319.0,,,,
github-actions[bot],42275129847,PushEvent,flawed-productivity-metric,https://github.com/levindixon/flawed-productivity-metric,3.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:07,Python,827.0,,,,
prepheadrus,42275129855,PushEvent,A_03,https://github.com/prepheadrus/A_03,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:07,,,,,,
noorsyed16,42275129859,PullRequestReviewEvent,Group_11,https://github.com/ENSF-300-Fall-2024/Group_11,1.0,0.0,0.0,5.0,False,True,True,False,False,False,2024-09-25,22:05:07,Python,1677.0,,,,
cristianpb,42275129842,PushEvent,nerf,https://github.com/cristianpb/nerf,1.0,0.0,0.0,0.0,False,True,True,False,True,False,2024-09-25,22:05:07,Svelte,22957.0,JavaScript,12046.0,HTML,529.0
CLQuantizer,42275129829,PushEvent,mywords,https://github.com/CLQuantizer/mywords,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:07,TypeScript,22044.0,Svelte,6000.0,PLpgSQL,3137.0
douchemanMacgee,42275129830,PushEvent,north_africa,https://github.com/VictoryFirst2/north_africa,2.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-25,22:05:07,HTML,1318.0,,,,
acwinters01,42275129832,PushEvent,portfolio,https://github.com/acwinters01/portfolio,1.0,1.0,0.0,3.0,False,True,True,True,True,False,2024-09-25,22:05:07,HTML,119057.0,CSS,93703.0,JavaScript,7219.0
renovate[bot],42275129796,PullRequestEvent,soenneker.utils.string,https://github.com/soenneker/soenneker.utils.string,2.0,1.0,0.0,0.0,False,False,False,False,False,False,2024-09-25,22:05:07,C#,17882.0,,,,
cizfilip,42275129762,PushEvent,Product-Api,https://github.com/cizfilip/Product-Api,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:07,C#,9366.0,,,,
schumijo,42275129766,PushEvent,iptv,https://github.com/schumijo/iptv,3.0,33.0,5.0,3.0,False,True,True,True,False,False,2024-09-25,22:05:07,Python,10433.0,Shell,2116.0,,
friesipayung,42275129765,PushEvent,uptime-w3gg,https://github.com/friesipayung/uptime-w3gg,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,22:05:07,Markdown,16087.0,JSON,6710.0,YAML,2817.0
lblancha528,42275129768,MemberEvent,mp-blocks-maven,https://github.com/lblancha528/mp-blocks-maven,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-25,22:05:07,Java,125472.0,,,,
nfenwick,42275129777,CreateEvent,51825,https://github.com/gutenbergbooks/51825,2.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:07,,,,,,
deleonenriqueta,42275129744,PullRequestEvent,newrelic-lambda-layers,https://github.com/newrelic/newrelic-lambda-layers,29.0,34.0,42.0,17.0,False,True,True,True,False,False,2024-09-25,22:05:06,Shell,41807.0,JavaScript,34361.0,Java,15884.0
acassis,42275129756,PullRequestReviewEvent,nuttx,https://github.com/apache/nuttx,96.0,2636.0,1122.0,574.0,False,True,True,False,False,False,2024-09-25,22:05:07,C,188475221.0,Assembly,2227353.0,CMake,1119271.0
mrawab,42275129745,PushEvent,mrawab.github.io,https://github.com/mrawab/mrawab.github.io,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,22:05:06,HTML,19650.0,CSS,4002.0,JavaScript,1467.0
pishchalnikov,42275129748,WatchEvent,Momentum-Firmware,https://github.com/Next-Flip/Momentum-Firmware,97.0,4249.0,160.0,35.0,False,True,True,False,False,False,2024-09-25,22:05:07,C,45403554.0,Python,547815.0,C++,36563.0
frdpzk2,42275129736,PushEvent,ppub,https://github.com/frdpzk2/ppub,1.0,1.0,0.0,0.0,False,True,True,False,False,False,2024-09-25,22:05:06,,,,,,
github-actions[bot],42275129741,PushEvent,injms,https://github.com/injms/injms,0.0,1.0,0.0,0.0,False,False,True,False,False,False,2024-09-25,22:05:06,JavaScript,2105.0,,,,
github-actions[bot],42275129720,PushEvent,OdaGuzman,https://github.com/OdaGuzman/OdaGuzman,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:05:06,,,,,,
FDelocca2305,42275429303,PushEvent,unity-template-telegram,https://github.com/FDelocca2305/unity-template-telegram,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,HTML,4829.0,JavaScript,3129.0,CSS,1428.0
CollinMullahy,42275429296,PushEvent,OLR,https://github.com/CollinMullahy/OLR,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,,,,,,
j9liu,42275429302,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:43:54,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
ksf98sdfs,42275429300,CreateEvent,Cross-Compile-Test,https://github.com/ksf98sdfs/Cross-Compile-Test,0.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,CMake,1876.0,C++,713.0,,
launick09,42275429274,PushEvent,Parcial1-idm,https://github.com/launick09/Parcial1-idm,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,22:20:36,HTML,16926.0,CSS,8752.0,,
j9liu,42275429286,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:39:13,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
matiasm178,42275429282,CreateEvent,egg,https://github.com/matiasm178/egg,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,,,,,,
j9liu,42275429277,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:38:18,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
j9liu,42275429271,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:32:43,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
j9liu,42275429262,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:26:27,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
swihart,42275429239,PushEvent,Distributions,https://github.com/cran-task-views/Distributions,3.0,7.0,1.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,R,7318.0,,,,
j9liu,42275429251,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:19:27,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
hieuleminhhh,42275429244,PushEvent,SEP490_G22_NET,https://github.com/hieuleminhhh/SEP490_G22_NET,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,C#,681969.0,,,,
j9liu,42275429248,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:16:37,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
github-actions[bot],42275429242,PushEvent,Thenukee,https://github.com/Thenukee/Thenukee,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,,,,,,
j9liu,42275429243,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,20:50:26,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
MoofireX,42275429246,CreateEvent,Connect-4,https://github.com/MoofireX/Connect-4,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,Python,9619.0,,,,
github-actions[bot],42275429225,PushEvent,imagebackup,https://github.com/Rokate/imagebackup,1.0,0.0,0.0,0.0,False,False,True,False,False,False,2024-09-25,22:20:36,JavaScript,854220.0,Python,66415.0,,
renovate[bot],42275429220,PushEvent,Dash-Web,https://github.com/ArnaudFlaesch/Dash-Web,2.0,1.0,0.0,7.0,False,True,True,True,True,False,2024-09-25,22:20:36,TypeScript,309415.0,HTML,51690.0,SCSS,16002.0
siggisim,42275429210,PushEvent,buildbuddy-foss,https://github.com/buildbuddy-io/buildbuddy-foss,6.0,7.0,3.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,Go,2776343.0,TypeScript,2001775.0,Starlark,641039.0
j9liu,42275429208,PullRequestReviewEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,22:20:36,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
Milkeyyy,42275429193,PushEvent,LegendUtil,https://github.com/femtoCommunity/LegendUtil,0.0,8.0,0.0,12.0,False,True,True,True,True,False,2024-09-25,22:20:36,C#,35497.0,Inno Setup,8906.0,Batchfile,35.0
copy-pr-bot[bot],42275429179,PushEvent,crossfit,https://github.com/rapidsai/crossfit,10.0,2.0,6.0,22.0,False,True,True,True,False,False,2024-09-25,22:20:36,Python,448015.0,Shell,3279.0,Dockerfile,1184.0
github-actions[bot],42275429169,PushEvent,navertv,https://github.com/factcheckr/navertv,0.0,1.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,22:20:36,,,,,,
renovate[bot],42275429190,DeleteEvent,CSVeed,https://github.com/hazendaz/CSVeed,2.0,0.0,0.0,1.0,True,True,True,True,False,False,2024-09-25,22:20:36,Java,406362.0,HTML,131202.0,CSS,18654.0
callumevans,42275429187,CreateEvent,terrable,https://github.com/terrable-dev/terrable,0.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,Go,19509.0,JavaScript,1001.0,Shell,84.0
MilosKozak,42275429168,PushEvent,AndroidAPSdocs,https://github.com/openaps/AndroidAPSdocs,17.0,127.0,317.0,18.0,False,False,True,False,False,False,2024-09-25,22:20:36,Python,4558.0,,,,
j9liu,42275429175,PullRequestReviewEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,22:20:36,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
LeGmask,42275429166,PushEvent,dotfiles,https://github.com/LeGmask/dotfiles,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,,,,,,
9851392751,42275429163,PushEvent,4079638271,https://github.com/9851392751/4079638271,1.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,,,,,,
FDelocca2305,42275429303,PushEvent,unity-template-telegram,https://github.com/FDelocca2305/unity-template-telegram,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,HTML,4829.0,JavaScript,3129.0,CSS,1428.0
CollinMullahy,42275429296,PushEvent,OLR,https://github.com/CollinMullahy/OLR,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,,,,,,
j9liu,42275429302,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:43:54,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
ksf98sdfs,42275429300,CreateEvent,Cross-Compile-Test,https://github.com/ksf98sdfs/Cross-Compile-Test,0.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,CMake,1876.0,C++,713.0,,
launick09,42275429274,PushEvent,Parcial1-idm,https://github.com/launick09/Parcial1-idm,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,22:20:36,HTML,16926.0,CSS,8752.0,,
j9liu,42275429286,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:39:13,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
matiasm178,42275429282,CreateEvent,egg,https://github.com/matiasm178/egg,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,,,,,,
j9liu,42275429277,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:38:18,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
j9liu,42275429271,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:32:43,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
j9liu,42275429262,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:26:27,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
swihart,42275429239,PushEvent,Distributions,https://github.com/cran-task-views/Distributions,3.0,7.0,1.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,R,7318.0,,,,
j9liu,42275429251,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:19:27,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
hieuleminhhh,42275429244,PushEvent,SEP490_G22_NET,https://github.com/hieuleminhhh/SEP490_G22_NET,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,C#,681969.0,,,,
j9liu,42275429248,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,21:16:37,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
github-actions[bot],42275429242,PushEvent,Thenukee,https://github.com/Thenukee/Thenukee,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,,,,,,
j9liu,42275429243,PullRequestReviewCommentEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,20:50:26,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
MoofireX,42275429246,CreateEvent,Connect-4,https://github.com/MoofireX/Connect-4,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,Python,9619.0,,,,
github-actions[bot],42275429225,PushEvent,imagebackup,https://github.com/Rokate/imagebackup,1.0,0.0,0.0,0.0,False,False,True,False,False,False,2024-09-25,22:20:36,JavaScript,854220.0,Python,66415.0,,
renovate[bot],42275429220,PushEvent,Dash-Web,https://github.com/ArnaudFlaesch/Dash-Web,2.0,1.0,0.0,7.0,False,True,True,True,True,False,2024-09-25,22:20:36,TypeScript,309415.0,HTML,51690.0,SCSS,16002.0
siggisim,42275429210,PushEvent,buildbuddy-foss,https://github.com/buildbuddy-io/buildbuddy-foss,6.0,7.0,3.0,0.0,False,True,True,True,False,False,2024-09-25,22:20:36,Go,2776343.0,TypeScript,2001775.0,Starlark,641039.0
j9liu,42275429208,PullRequestReviewEvent,cesium-native,https://github.com/CesiumGS/cesium-native,29.0,417.0,210.0,124.0,False,True,True,True,False,False,2024-09-25,22:20:36,C++,5277663.0,JavaScript,70289.0,CMake,60157.0
Milkeyyy,42275429193,PushEvent,LegendUtil,https://github.com/femtoCommunity/LegendUtil,0.0,8.0,0.0,12.0,False,True,True,True,True,False,2024-09-25,22:20:36,C#,35497.0,Inno Setup,8906.0,Batchfile,35.0
